image_name,prompt,part_id,seed,step,cfg,sampler,width,height,user_name,timestamp,image_nsfw,prompt_nsfw,prompt_length
e4efa510-cce0-4d00-a6ef-2ca1c0feb582.png,A portrait painted by Pablo Picasso,51,1519885170,50,7.0,8,512,512,08ac4153ab7e13baa55ee74213eb117a29a0024267b29e42dd6a27246d23a30e,2022-08-07 01:32:00+00:00,0.10051822,0.0002395064,6
f2361d16-6d8a-44a0-9f8a-846d99e058be.png,A portrait of Kermit the Frog painted by Pablo Picasso,51,3604796415,50,7.0,8,512,512,08ac4153ab7e13baa55ee74213eb117a29a0024267b29e42dd6a27246d23a30e,2022-08-07 01:34:00+00:00,0.09622793,0.00090578175,10
993dfac7-3b52-4791-ba11-16789595ab79.png,A portrait of Kermit the Frog painted by Gustav Klimt,51,2445318911,50,7.0,8,512,512,08ac4153ab7e13baa55ee74213eb117a29a0024267b29e42dd6a27246d23a30e,2022-08-07 01:37:00+00:00,0.05407767,0.0012645184,10
57d6ebcc-9a11-4134-8302-66cb9430b7ad.png,A cyberpunk pop art portrait by Pablo Picasso,51,3350356291,50,7.0,8,512,512,08ac4153ab7e13baa55ee74213eb117a29a0024267b29e42dd6a27246d23a30e,2022-08-07 01:48:00+00:00,0.084520504,0.0014369636,8
9d5d6452-3198-46bc-b6a7-66980490812a.png,Steve Urkel Danganronpa character,51,2481027583,50,7.0,8,512,512,08ac4153ab7e13baa55ee74213eb117a29a0024267b29e42dd6a27246d23a30e,2022-08-07 01:53:00+00:00,0.07409711,0.0016152783,4
716e83fc-81ce-4ced-abc5-66e4edcb0373.png,A portrait of Steve Urkel painted by Gustav Klimt,51,3913763327,50,7.0,8,512,512,08ac4153ab7e13baa55ee74213eb117a29a0024267b29e42dd6a27246d23a30e,2022-08-07 01:54:00+00:00,0.12126599,0.0005271794,9
6e057018-5b90-4f0b-8a23-8de3afe7c9b1.png,Synthwave art by M.C. Escher,51,611071103,50,7.0,8,512,512,08ac4153ab7e13baa55ee74213eb117a29a0024267b29e42dd6a27246d23a30e,2022-08-07 02:10:00+00:00,0.073140845,0.00020605396,5
64f46c33-a4cb-4e1b-92b3-36a49c19c278.png,Art by Claude Monet,51,3712522036,50,7.0,8,512,512,08ac4153ab7e13baa55ee74213eb117a29a0024267b29e42dd6a27246d23a30e,2022-08-07 02:16:00+00:00,0.06514131,0.00018484518,4
f86db9fe-24a5-401a-a63d-946e20bea466.png,Art by Odilon Redon,51,2742206207,50,7.0,8,512,512,08ac4153ab7e13baa55ee74213eb117a29a0024267b29e42dd6a27246d23a30e,2022-08-07 02:37:00+00:00,0.07388371,0.000293965,4
31bb3beb-f9ed-43fc-ac72-dde01c2327b1.png,Synthwave art by Ivan Aivazovsky,51,1781150391,50,7.0,8,512,512,08ac4153ab7e13baa55ee74213eb117a29a0024267b29e42dd6a27246d23a30e,2022-08-07 02:44:00+00:00,0.09725043,0.0004971062,5
4fe379f9-12a9-427c-8984-5dda48889504.png,"Donald trump talking to solid snake, metal gear solid ps2 game screenshot",51,2057348223,50,7.0,8,512,512,00f2898e75e32135f3acf51bb2538c7369ec05f7cae3efff42f5c9133a648e1a,2022-08-07 02:14:00+00:00,0.10410784,0.024863126,12
c5c9ca2b-615b-4e50-9e39-6ed491998424.png,"harambe in heaven, trending on artstation, high detail, vivid colours, 8k",51,1335530239,50,7.0,8,512,512,00f2898e75e32135f3acf51bb2538c7369ec05f7cae3efff42f5c9133a648e1a,2022-08-07 02:37:00+00:00,0.040799316,0.0006074506,11
04b8d947-4716-4dd2-906f-ff1d7381aa7b.png,"an impressionist painting of harambe in heaven, trending on artstation",51,490922719,50,7.0,8,512,512,00f2898e75e32135f3acf51bb2538c7369ec05f7cae3efff42f5c9133a648e1a,2022-08-07 02:38:00+00:00,0.14590517,0.0025760834,10
6aa26842-1089-416c-9699-0632f53cfbe4.png,"an impressionist painting of harambe in heaven, clouds, golden hour, halo, trending on artstation",51,3322621695,50,7.0,8,512,512,00f2898e75e32135f3acf51bb2538c7369ec05f7cae3efff42f5c9133a648e1a,2022-08-07 02:40:00+00:00,0.0600332,0.00059799245,14
0adf7b4f-5e7b-4a80-965a-0cdfb215b476.png,"amazing concept art oil painting of a smiling silverback gorilla in a land made of fluffy clouds, Leonardo da Vinci",51,3942890947,50,7.0,8,512,512,00f2898e75e32135f3acf51bb2538c7369ec05f7cae3efff42f5c9133a648e1a,2022-08-07 02:51:00+00:00,0.11364551,0.00037749376,20
1d5087a5-099f-4e20-9def-9b5af4134904.png,"smiling silverback gorilla in a land made of clouds by Leonardo da Vinci, golden hour",51,3787496447,50,7.0,8,512,512,00f2898e75e32135f3acf51bb2538c7369ec05f7cae3efff42f5c9133a648e1a,2022-08-07 02:56:00+00:00,0.04210773,0.0014234146,15
d73a686c-a565-4a20-bf92-fd1ac806a884.png,"smiling silverback gorilla in a land made of clouds by van gogh, golden hour",51,3261097471,50,7.0,8,512,512,00f2898e75e32135f3acf51bb2538c7369ec05f7cae3efff42f5c9133a648e1a,2022-08-07 02:57:00+00:00,0.1276441,0.003533214,14
543154f9-8cad-4ce3-abe7-b8bf385c681b.png,"a smiling border collie dog with a pink star on its collar, book cover",51,4117002493,50,7.0,8,512,512,00f2898e75e32135f3acf51bb2538c7369ec05f7cae3efff42f5c9133a648e1a,2022-08-07 03:52:00+00:00,0.043180693,0.021466078,14
82ee6f17-aaec-401a-ae09-d14bd714e756.png,"a smiling border collie dog with a pink star on its collar, fantasy book cover, digital painting, highly detailed render",51,1891531391,50,7.0,8,512,512,00f2898e75e32135f3acf51bb2538c7369ec05f7cae3efff42f5c9133a648e1a,2022-08-07 03:54:00+00:00,0.10117217,0.006246182,20
d4392034-0672-4ed7-88cf-9d8f391c2461.png,"a smiling border collie dog with a pink star on its collar, fantasy book cover, digital painting, highly detailed render",51,3532065535,50,7.0,8,512,512,00f2898e75e32135f3acf51bb2538c7369ec05f7cae3efff42f5c9133a648e1a,2022-08-07 03:54:00+00:00,0.05331195,0.006246182,20
e89ec486-a569-4948-9608-eee7f45682fd.png,"Earth as a ringed planet, Hubble image, highly detailed, 8k",51,2724872164,50,7.0,8,512,512,0239ca6e4d670178756f2da0855e10464c76afeb98f9c4d65cfd695674d08a36,2022-08-07 03:19:00+00:00,0.059434425,0.00027798908,10
ba92bb24-b49e-4948-b7a1-39c1338e88fb.png,the taj mahal of india made literally out of cheese,51,2065054985,50,7.0,8,512,512,0239ca6e4d670178756f2da0855e10464c76afeb98f9c4d65cfd695674d08a36,2022-08-07 03:22:00+00:00,0.03532801,0.004108431,10
5fb6c206-50d2-4928-9978-095c62c2e83c.png,"a portrait of a being captured in deep space, clarity of consciousness, close view photograph, award winning, 1080p, high resolution",51,1269135115,50,7.0,8,512,512,035ed40fc838a4c0ca8744e1be84d7fa75d335c59803f00d357f724d45fe0335,2022-08-07 03:38:00+00:00,0.046313126,0.0002808044,20
2a4631b5-e8ec-47a1-ae8f-727bbd539b26.png,"astronaut takes a wide lense selfie inside a black hole, high resolution 8k quality",51,2150549812,50,7.0,8,512,512,035ed40fc838a4c0ca8744e1be84d7fa75d335c59803f00d357f724d45fe0335,2022-08-07 03:46:00+00:00,0.04500839,0.005314826,14
1dbc3e22-4703-40a7-835f-b6ad773ee0a6.png,A painting by Edward Hopper depicting some goths hanging out in a Hot Topic store at the mall,51,3966841745,50,7.0,8,512,512,08ac4153ab7e13baa55ee74213eb117a29a0024267b29e42dd6a27246d23a30e,2022-08-07 01:28:00+00:00,0.042011697,0.04760188,18
f2361d16-6d8a-44a0-9f8a-846d99e058be.png,A portrait of Kermit the Frog painted by Pablo Picasso,51,3604796415,50,7.0,8,512,512,08ac4153ab7e13baa55ee74213eb117a29a0024267b29e42dd6a27246d23a30e,2022-08-07 01:34:00+00:00,0.09622793,0.00090578175,10
993dfac7-3b52-4791-ba11-16789595ab79.png,A portrait of Kermit the Frog painted by Gustav Klimt,51,2445318911,50,7.0,8,512,512,08ac4153ab7e13baa55ee74213eb117a29a0024267b29e42dd6a27246d23a30e,2022-08-07 01:37:00+00:00,0.05407767,0.0012645184,10
b15374a0-6b08-4282-a9c1-fd1ef5374f6a.png,A portrait of Kermit the Frog painted by Alphonse Mucha,51,4254482943,50,7.0,8,512,512,08ac4153ab7e13baa55ee74213eb117a29a0024267b29e42dd6a27246d23a30e,2022-08-07 02:48:00+00:00,0.09205542,0.001894687,10
f3f2dc33-6670-43e8-9391-410115387534.png,A painting of a deep sea ctenophore by Vincent van Gogh,51,4145176575,50,7.0,8,512,512,08ac4153ab7e13baa55ee74213eb117a29a0024267b29e42dd6a27246d23a30e,2022-08-07 03:06:00+00:00,0.07308917,0.0008806948,11
02480763-ea02-4912-bb23-e38cb1c405ba.png,Paleoart showing the creatures of the Burgess Shale living in a Cambrian Period coral reef,51,954145087,50,7.0,8,512,512,08ac4153ab7e13baa55ee74213eb117a29a0024267b29e42dd6a27246d23a30e,2022-08-07 03:08:00+00:00,0.14983666,0.00038395755,15
